1,0
1,-1
1,-2
1,-3
2,-3
3,-3
3,-2
3,-1
3,0
3,1
3,2
2,2
1,2
1,1
0,1
-1,1
-2,1
-2,0
-2,-1
-2,-2
-2,-3
-3,-3
-4,-3
-4,-4
-4,-5
-3,-5
-2,-5
-1,-5
0,-5
0,-6
0,-7
1,-7
1,-8
2,-8
3,-8
3,-9
3,-10
3,-11
4,-11
4,-10
4,-9
4,-8
4,-7
5,-7
6,-7
6,-6
6,-5
6,-4
6,-3
6,-2
7,-2
8,-2
9,-2
9,-3
9,-4
9,-5
9,-6
10,-6
10,-7
10,-8
11,-8
11,-9
11,-10
11,-11
12,-11
13,-11
14,-11
15,-11
15,-12
15,-13
15,-14
15,-15
15,-16
16,-16
17,-16
18,-16
19,-16
19,-15
19,-14
19,-13
19,-12
19,-11
20,-11
21,-11
22,-11
23,-11
24,-11
24,-10
24,-9
24,-8
25,-8
26,-8
26,-7
26,-6
26,-5
25,-5
24,-5
23,-5
23,-4
24,-4
25,-4
26,-4
26,-3
26,-2
26,-1
26,0
27,0
28,0
28,-1
28,-2
28,-3
28,-4
28,-5
29,-5
30,-5
31,-5
32,-5
32,-6
33,-6
33,-5
34,-5
35,-5
36,-5
37,-5
38,-5
38,-4
38,-3
39,-3
39,-2
39,-1
40,-1
41,-1
42,-1
43,-1
44,-1
45,-1
46,-1
47,-1
48,-1
49,-1
50,-1
51,-1
52,-1
53,-1
54,-1
55,-1
56,-1
57,-1
58,-1
59,-1
60,-1
61,-1
62,-1
63,-1
64,-1
65,-1
66,-1
67,-1
68,-1
69,-1
70,-1
71,-1
72,-1
73,-1
74,-1
75,-1
76,-1
77,-1
78,-1
79,-1
80,-1
81,-1
82,-1
83,-1
84,-1
85,-1
86,-1
87,-1
88,-1
89,-1
90,-1
91,-1
92,-1
93,-1
94,-1
95,-1
96,-1
97,-1
98,-1
99,-1
100,-1
101,-1
102,-1
103,-1
104,-1
105,-1
106,-1
107,-1
108,-1
109,-1
110,-1
111,-1
112,-1
113,-1
114,-1
115,-1
116,-1
117,-1
118,-1
119,-1
120,-1
121,-1
122,-1
123,-1
124,-1
125,-1
126,-1
127,-1
128,-1
129,-1
130,-1
131,-1
132,-1
133,-1
134,-1
135,-1
136,-1
137,-1
138,-1
139,-1
140,-1
141,-1
142,-1
143,-1
144,-1
145,-1
146,-1
147,-1
148,-1
149,-1
150,-1
151,-1
152,-1
153,-1
154,-1
155,-1
156,-1
157,-1
158,-1
159,-1
160,-1
161,-1
162,-1
163,-1
164,-1
165,-1
166,-1
167,-1
168,-1
169,-1
170,-1
171,-1
172,-1
173,-1
174,-1
175,-1
176,-1
177,-1
178,-1
179,-1
180,-1
181,-1
182,-1
183,-1
184,-1
185,-1
186,-1
187,-1
188,-1
189,-1
190,-1
191,-1
192,-1
193,-1
194,-1
195,-1
196,-1
197,-1
198,-1
199,-1
200,-1
201,-1
202,-1
203,-1
204,-1
205,-1
206,-1
207,-1
208,-1
209,-1
210,-1
211,-1
212,-1
213,-1
214,-1
215,-1
216,-1
217,-1
218,-1
219,-1
220,-1
221,-1
222,-1
223,-1
224,-1
225,-1
226,-1
227,-1
227,0
227,1
227,2
227,3
227,4
226,4
225,4
224,4
224,5
224,6
224,7
224,8
224,9
225,9
225,10
225,11
224,11
223,11
222,11
221,11
221,12
221,13
221,14
222,14
223,14
224,14
225,14
226,14
226,15
226,16
226,17
227,17
228,17
229,17
229,16
229,15
229,14
229,13
229,12
229,11
229,10
229,9
229,8
229,7
229,6
229,5
229,4
229,3
229,2
229,1
229,0
229,-1
229,-2
229,-3
229,-4
229,-5
229,-6
229,-7
229,-8
229,-9
229,-10
229,-11
229,-12
229,-13
229,-14
229,-15
229,-16
229,-17
229,-18
229,-19
229,-20
229,-21
229,-22
229,-23
229,-24
229,-25
229,-26
229,-27
229,-28
230,-28
231,-28
232,-28
233,-28
233,-29
233,-30
233,-31
233,-32
232,-32
231,-32
230,-32
229,-32
228,-32
227,-32
226,-32
225,-32
224,-32
223,-32
222,-32
221,-32
220,-32
219,-32
218,-32
217,-32
216,-32
215,-32
214,-32
213,-32
212,-32
211,-32
210,-32
209,-32
208,-32
207,-32
206,-32
205,-32
204,-32
203,-32
202,-32
201,-32
200,-32
199,-32
198,-32
197,-32
196,-32
195,-32
194,-32
193,-32
192,-32
191,-32
190,-32
189,-32
188,-32
187,-32
186,-32
185,-32
184,-32
183,-32
182,-32
181,-32
180,-32
179,-32
178,-32
177,-32
176,-32
175,-32
174,-32
173,-32
172,-32
171,-32
170,-32
169,-32
168,-32
167,-32
166,-32
165,-32
164,-32
163,-32
162,-32
161,-32
161,-31
161,-30
162,-30
163,-30
164,-30
164,-29
165,-29
165,-28
164,-28
164,-27
164,-26
164,-25
164,-24
164,-23
164,-22
164,-21
164,-20
164,-19
164,-18
164,-17
164,-16
164,-15
164,-14
164,-13
164,-12
164,-11
164,-10
164,-9
164,-8
164,-7
164,-6
164,-5
164,-4
164,-3
164,-2
164,-1
164,0
164,1
164,2
164,3
164,4
164,5
164,6
164,7
164,8
164,9
164,10
164,11
164,12
164,13
164,14
164,15
164,16
164,17
164,18
164,19
164,20
164,21
164,22
164,23
164,24
164,25
164,26
164,27
164,28
164,29
164,30
164,31
164,32
164,33
164,34
164,35
164,36
164,37
164,38
164,39
164,40
164,41
164,42
164,43
164,44
164,45
164,46
164,47
164,48
164,49
164,50
164,51
164,52
164,53
164,54
164,55
164,56
164,57
164,58
164,59
164,60
164,61
164,62
164,63
164,64
164,65
164,66
164,67
164,68
164,69
164,70
164,71
164,72
164,73
164,74
164,75
164,76
164,77
164,78
164,79
164,80
164,81
164,82
164,83
164,84
164,85
164,86
164,87
164,88
164,89
164,90
164,91
164,92
164,93
164,94
164,95
164,96
164,97
164,98
164,99
164,100
164,101
164,102
164,103
164,104
164,105
164,106
164,107
164,108
164,109
164,110
164,111
164,112
164,113
164,114
164,115
164,116
164,117
164,118
164,119
164,120
164,121
164,122
164,123
164,124
164,125
164,126
164,127
164,128
164,129
164,130
164,131
164,132
164,133
164,134
164,135
164,136
164,137
164,138
164,139
164,140
164,141
164,142
164,143
164,144
164,145
164,146
164,147
164,148
164,149
164,150
164,151
164,152
164,153
164,154
164,155
164,156
164,157
164,158
164,159
164,160
164,161
164,162
164,163
164,164
163,164
163,163
164,163
164,164
164,165
164,166
164,167
165,167
165,168
165,169
164,169
163,169
162,169
161,169
160,169
160,168
160,167
160,166
159,166
158,166
157,166
156,166
155,166
155,165
155,164
155,163
154,163
153,163
152,163
152,162
152,161
152,160
152,159
153,159
154,159
155,159
155,158
154,158
153,158
152,158
151,158
151,157
151,156
150,156
149,156
149,157
149,158
149,159
148,159
147,159
146,159
145,159
144,159
144,160
144,161
144,162
143,162
143,163
144,163
145,163
146,163
147,163
147,164
147,165
146,165
145,165
144,165
144,166
145,166
146,166
147,166
147,167
147,168
147,169
147,170
146,170
145,170
144,170
144,169
144,168
144,167
144,166
145,166
146,166
146,167
146,168
147,168
147,167
147,166
147,165
148,165
149,165
150,165
151,165
152,165
152,166
153,166
154,166
155,166
156,166
156,165
156,164
157,164
158,164
159,164
160,164
160,165
161,165
162,165
163,165
163,164
163,163
163,162
162,162
162,161
162,160
162,159
162,158
162,157
163,157
164,157
164,156
164,155
164,154
164,153
163,153
162,153
161,153
160,153
160,154
160,155
161,155
161,154
161,153
161,152
161,151
161,150
160,150
159,150
158,150
157,150
156,150
156,149
156,148
156,147
156,146
157,146
157,145
157,144
157,143
157,142
157,141
156,141
155,141
154,141
154,142
154,143
154,144
154,145
155,145
156,145
157,145
158,145
159,145
159,144
159,143
159,142
160,142
160,143
160,144
159,144
158,144
157,144
156,144
156,145
157,145
158,145
159,145
160,145
160,144
160,143
160,142
160,141
160,140
161,140
162,140
162,141
162,142
162,143
163,143
164,143
165,143
166,143
166,144
166,145
166,146
166,147
167,147
168,147
168,148
168,149
167,149
166,149
165,149
164,149
164,148
164,147
163,147
162,147
161,147
160,147
159,147
159,148
160,148
161,148
162,148
163,148
163,147
163,146
163,145
162,145
161,145
160,145
159,145
158,145
158,144
158,143
158,142
158,141
159,141
160,141
161,141
162,141
162,142
162,143
162,144
162,145
162,146
161,146
160,146
159,146
158,146
157,146
157,147
157,148
157,149
158,149
159,149
160,149
161,149
161,150
160,150
159,150
158,150
158,151
158,152
157,152
156,152
156,153
155,153
154,153
153,153
153,152
153,151
153,150
153,149
153,148
152,148
151,148
150,148
149,148
148,148
148,149
148,150
148,151
148,152
148,153
149,153
150,153
151,153
151,154
151,155
151,156
151,157
150,157
149,157
149,158
149,159
149,160
149,161
150,161
151,161
152,161
153,161
154,161
154,160
153,160
152,160
151,160
150,160
150,159
150,158
150,157
